Artikelnummer im Shop;EAN / Barcodenummer;Original Herstellerartikelnummer;Herstellername;Produktname;Produktgruppe im Shop;Preis (Brutto);Lieferzeit;ProduktURL;BildURL_1 (großes Bild);BildURL_2 (großes Bild);BildURL_3 (großes Bild);Vorkasse;Vorkasse / Paypal Österreich;Nachnahme;Kreditkarte (z.B. nur bis 1000 EUR);Paypal;Sofortüberweisung;Bankeinzug;Rechnung;Moneybookers;Click & Buy;Giropay;Versandkosten Kommentar (max. 100 Zeichen);Produktbeschreibung (max. 1000 Zeichen);Grundpreis (Produktabhängig)
SY-113939---SCMA113939;4032651139392;113939;Schuelke und Mayr;Flächendesinfektionsmittel antifect N Liquid, 500 ml;Pflege > Pflege- und Desinfektionsmittel;3.86;1-2 Tage;https://www.brandvital.de/flachendesinfektionsmittel-antifect-n-liquid-500-ml.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/a/n/antifect_n-.png;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Aldehydfreies Schnell-Desinfektionspräparat zur Desinfektion von Medizinprodukten und anderen Flächen auf Basis von Alkoholen. Inhalt: 500 ml.</p><br /><p><strong>Anwendungsgebiete:</strong></p><br /><p><span>Alkoholische Schnelldesinfektion von nicht-invasiven Medizinprodukten in allen Bereichen und wischbaren Flächen aller Art mit erhöhtem Infektionsrisiko und dem Erfordernis kurzer Einwirkzeiten, wie z. B.:</span></p><br /><ul><br /><li>patientennahe Flächen</li><br /><li>Patientenbehandlungseinheiten</li><br /><li>Untersuchungsliegen</li><br /><li>OP-Tische mit angrenzenden Arbeitsflächen</li><br /><li>Oberflächen medizinischer Geräte</li><br /><li>Oberflächen in lebensmittelverarbeitenden Betrieben</li><br /><li>Oberflächen in industriellen Produktionsbereichen</li><br /></ul><br /><p><strong>Anwendungshinweise:</strong></p><br /><p><span>Das Produkt unverdünnt auf die Fläche aufbringen, wischen und einwirken lassen. Auf vollständige Be­netzung achten und die Fläche während der gesamten Einwirkzeit feucht halten. Aufbringung maximal 50 ml/m². Stellen Sie sicher, dass vor der Desinfektion alle sichtbaren Verschmutzungen entfernt werden. Besonders alkoholempfindliche Flächen, wie z.B. Acrylglas, dürfen nicht behandelt werden. Nicht geeignet zur Abschlussdesinfektion von semikritischen und kritischen Medizinprodukten! </span></p><br /><p><strong>Besondere Hinweise: </strong></p><br /><p><span><b>Desinfektionsmittel vorsichtig verwenden. Vor Gebrauch stets Etikett und Produktinformationen lesen.</b><br /><span>Das Produkt ist äußerst materialverträglich bei Metallen und Kunststoffen (außer Acrylglas und alkoholempfindlichen Lacken).</span><span>Bitte beachten Sie den Brand- und Explosionsschutz beim Einsatz von alkoholischen Desinfektionsmitteln in der BR-Regel "Desinfektionsarbeiten im Gesundheitsdienst".</span></span></p><br /><p><span></span></p><br /><p><span></span></p><br /><p><span></span></p><br /><p><span></span></p>;;
TZMOMA-144-M000-010;05900516840174;MA-144M000010;TZMO Seni;Vinyl Untersuchungshandschuhe, unsteril, puderfrei;Pflege > Pflege- und Desinfektionsmittel > Einmalhandschuhe;2.97;1-2 Tage;https://www.brandvital.de/vinyl-untersuchungshandschuhe-unsteril-puderfrei.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/a/m/ambulex_vinyl_-_handschuhe_1_.jpg;https://www.brandvital.de/pub/media/catalog/product/m/a/ma-144-m000-010.jpg;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p><strong>Untersuchungshandschuhe aus Vinyl</strong></p><br /><p>Die mit Polymer beschichtete Innenfläche schützt die Hand vor Latex und erleichtert das Anziehen -  sogar mit feuchten Händen. Die glatte Handschuhoberfläche beeinflusst den Tastsinn nicht. Die universale Form passt auf beide Hände.</p>;;
DEC-E-DRIVE;;MED224;Decon Mobility;elektrischer Zusatzantrieb E-Drive ;Mobilität > Rollstuhl Zusatzantriebe;3899.0000;2-3 Wochen;https://www.brandvital.de/elektrischer-zusatzantrieb-e-drive.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/e/-/e-drive_mit_rs.jpeg;https://www.brandvital.de/pub/media/catalog/product/e/-/e-dr_1_.jpeg;https://www.brandvital.de/pub/media/catalog/product/e/d/edrive.jpeg;0;0;0;0;0;0;0;0;0;0;0;;<p>Der E-Drive verwandelt handbetriebene Rollstühle in wendige und kompakte Elektrorollstühle. Das Antriebssystem E-Drive Plus bietet jedem Rollstuhlfahrer Vorteile, egal ob unterwegs oder zuhause. Das E-Drive lässt sich auf drei unterschiedliche Arten bedienen  entweder mit der Joystick-Steuerung vom Rollstuhlfahrer selbst oder über die Standardbegleitsteuerung oder die Intuitivbegleitsteuerung. Rollstuhlfahrer können ihren Rollstuhl mithilfe des Joysticks selbstständig bedienen oder das E-Drive einfach in den Freilauf schalten, dadurch lässt sich der Rollstuhl leicht schieben, bzw. kann er vom Benutzer manuell über die Greifreifen angetrieben werden. Begleitpersonen können den Rollstuhl mithilfe der Begleitsteuerung des E-Drive Plus fortbewegen. Mit der optionalen Intuitivbegleitsteuerung lässt sich der Rollstuhl auf natürliche Weise neben der Begleitperson her bewegen. Die Räder sind mit Steckachsen ausgestattet und lassen sich aufgrund ihres geringen Gewichts ganz einfach demontieren und transportieren. E-Drive ist kompatibel mit fast allen handelsüblichen handbetriebenen Rollstühlen. Die Fahreigenschaften des E-Drive lassen sich ganz einfach direkt am Bediengerät programmieren. Wählen Sie eines der drei voreingestellten Fahrprogramme oder passen Sie jeden Parameter Ihren Wünschen entsprechend an. Mit der optionalen Intuitivbegleitsteuerung lässt sich der Rollstuhl auf natürliche Weise neben der Begleitperson her bewegen.</p><br /><p><strong>Im Grundmodell enthalten:</strong></p><br /><ul><br /><li>zwei Antriebsräder, Steckachse</li><br /><li>Akkutasche am Rücken oder unter dem Sitz montiert</li><br /><li>Nickel-Metallhydrid-Akku 24V  6,7 Ah  160,8 Wh, Reichweite 15 Km (bei optionalem Lithium-Ionen-Akku: 35 km)</li><br /><li>Greifreifen Aluminium</li><br /><li>Pneu Profil fein, Luft x 1 Schwalbe</li><br /></ul><br /><p><strong><br /></strong></p><br /><p><strong>Einige Daten im Überblick:</strong></p><br /><ul><br /><li>Geschwindigkeit 0-6 km/h, Bremsweg, Drehgeschwindigkeit, Beschleunigung, Motorkraft</li><br /><li>onboard, sowie mit Bluetooth oder Windows Laptop/Tablet programmierbar</li><br /><li>3 Programme vorprogrammiert: Soft, Standard, Sport</li><br /><li>Programm und Joystick individuell programmierbar</li><br /><li>Motoren maximal 2 x 120 W</li><br /><li>Normale Ladung ca. 2-3 Stunden</li><br /><li>Selbstabschaltung des Rades 10, 60 Minuten oder nicht abschalten</li><br /><li>maximaler Radsturz 3 Grad</li><br /><li>3-in-1: selbst mit Greifreifen fahren, selbst mit Joy-Stick fahren oder mit Begleitsteuerung fahren</li><br /><li>Standard USB-Anschluss im Joystick zum Laden von z.B. Handy</li><br /></ul><br /><p></p><br /><p><strong>Bitte geben Sie bei Ihrer Bestellung unbedingt Ihren Rollstuhl-Hersteller, Modell sowie Sitzbreite und Sitzhöhe an.</strong></p><br /><p>Bei Fragen kontaktieren Sie uns gerne.</p>;;
RFM-10012837;;10012837;Rehaforum;Bettgeländer RFM mit Tasche;Pflege > Pflegebetten und Zubehör > Bett Zubehör;46.95;1-2 Tage;https://www.brandvital.de/bettgelander-rfm-mit-tasche.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/b/e/bettgelaender-tasche2.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;<p>Das praktische Bettgeländer erleichtert das Einsteigen ins Bett sowie das Aufstehen. Zudem bietet es zusätzlichen Schutz vor dem Herausfallen oder als Stütze, um sich im Bett aufzusetzen. Es wird zwischen Lattenrost und Matratze eingeklemmt. Eine Tasche am Geländer bietet Stauraum für Kleinteile oder Zeitschriften. Es ist klein zusammenfaltbar und somit auch gut für Reisen geeignet. Gewicht ca. 1,4 kg. Geeignet für Betten von 90-100 cm.</p>;;
SLK-8002;;8002;SLK;Patientenlifter SLK Carry 185 Classic;Pflege > Personenlifter und Zubehör;1099.0000;3-4 Tage;https://www.brandvital.de/patientenlifter-slk-carry-185-classic.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/c/a/carry185classic_produktbild_1_.png;https://www.brandvital.de/pub/media/catalog/product/c/a/carry_classic_details_1_.png;https://www.brandvital.de/pub/media/catalog/product/g/r/gr_entabelle_liftergurte_slk.jpg;0;0;0;0;0;0;0;0;0;0;0;;<p><strong>konzipiert für die Pflege zuhause </strong></p><br /><ul><br /><li>schonendes Aufheben und Absetzen des Patienten </li><br /><li>Einsatz in engen Räumen und bei schmalen Türen </li><br /><li>verstellbare Spreizung für einen optimalen Zugang zu Sesseln oder Rollstühlen</li><br /><li>Handbedienung mit Magnet</li><br /><li>rückenschonende Handhabung für den Betreuer </li><br /><li>bedienungsfreundlich durch geringes Gesamtgewicht </li><br /><li>Personenaufnahme vom Boden möglich </li><br /><li>Standmast und Fahrwerk sind werkzeuglos demontierbar </li><br /><li>Komfort-Steuerung mit Display und Auslesefunktion, Soft-Start/Soft-Stopp, Lifterbedienung über Steuerbox möglich</li><br /></ul><br /><p></p><br /><p>Es können alle Gurte verwendet werden, die für vier Aufnahmen geeignet sind.</p>;;
RU-78100222;4250254400729;78100222;Roth;mobiler 2-Hand Teleskopgriff mit Sicherheitsanzeige;Badehilfen > Einstiegshilfen und Griffsysteme > Griffsysteme;179;1-2 Tage;https://www.brandvital.de/mobiler-2-hand-teleskopgriff-mit-sicherheitsanzeige.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/m/o/mobeligriff.jpg;https://www.brandvital.de/pub/media/catalog/product/6/1/61jmh4vo89l._sx355_.jpg;;0;0;0;0;0;0;0;0;0;0;0;;<p><strong>Mobeli - mobiler 2-Hand Teleskopgriff mit Sicherheitsanzeige</strong></p><br /><p>Dieser mobile Teleskophaltegriff aus dem Hause Roth kommt ohne feste Montage mit Schrauben und Dübeln aus. Der Haltegriff wird einfach mit seinen extrem starken Vakuum-Saugtellern auf glatter Oberfläche befestigt. Dadurch können Sie die Roth Haltegriffe jederzeit sekundenschnell platzieren und wieder ablösen. Der Untergrund muss aus einem glatten, porendichten Material, wie z. B. Fliesen geschaffen sein. Passend für alle gängigen Fliesengrößen ab 140 x 140 mm. Dank der Sicherheitsanzeige wird permanent der tatsächliche Vakuumzustand und die damit verbundene Haltekraft gemessen und sichtbar gemacht. Die Haltegriffe können gut auf Reisen mitgenommen werden. Die Griffe sind ohne Werkzeug aufbau- und zerlegbar.</p>;;
RW-1400222H2S;4250254401375;1400222H2S;Roth;Winkelverstellbarer Handlauf mit Teleskop;Badehilfen > Einstiegshilfen und Griffsysteme > Griffsysteme;249;1-2 Tage;https://www.brandvital.de/winkelverstellbarer-handlauf-mit-teleskop.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/h/a/handlaufmobeli.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p><strong>Mobeli - Winkelverstellbarer Handlauf mit Teleskop</strong></p><br /><p><span>Dieser mobile Teleskophaltegriff aus dem Hause Roth kommt ohne feste Montage mit Schrauben und Dübeln aus. Der Haltegriff wird einfach mit seinen extrem starken Vakuum-Saugtellern auf glatter Oberfläche befestigt. Dadurch können Sie die Roth Haltegriffe jederzeit sekundenschnell platzieren und wieder ablösen. Der Untergrund muss aus einem glatten, porendichten Material, wie z. B. Fliesen geschaffen sein. Passend für alle gängigen Fliesengrößen ab 140 x 140 mm. Dank der Sicherheitsanzeige wird permanent der tatsächliche Vakuumzustand und die damit verbundene Haltekraft gemessen und sichtbar gemacht. <span> Ist die Warn-Wippe im Hebel versenkt, stimmt die Haltekraft - der Haltegriff ist voll belastbar.</span><br /><span>Fährt die Warn-Wippe aber aus und der rote Wippenrand wird sichtbar, lösen Sie bitte den Griff von den glatten Fliesen und befestigen ihn erneut.</span> Die Haltegriffe können gut auf Reisen mitgenommen werden. Die Griffe sind ohne Werkzeug aufbau- und zerlegbar.</span></p><br /><p>Die winkelverstellbaren Roth Handläufe sind TÜV-Süd geprüft und haben einen großen Aktionsradius, wobei die Haltegriffe als horizontale Haltegriffstange zum Hochziehen, als auch als vertikale Halteunterstützung z.B. beim Ein- und Ausstieg aus der Dusche, eingesetzt werden können.</p><br /><p><span>Diese Teleskopgriff-Variante ist in der Greiflänge von 340 mm bis 465 mm variierbar und bis zu einer Nennlast von 60 kg nutzbar. </span></p>;;
RW-1400266;4250254400965;1400266S;Roth;Sicherheitsstützgriff Typ Quattro Power;Badehilfen > Einstiegshilfen und Griffsysteme > Griffsysteme;299;1-2 Tage;https://www.brandvital.de/sicherheitsstutzgriff-typ-quattro-power.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/q/u/quatropower1.jpg;https://www.brandvital.de/pub/media/catalog/product/q/u/quatropower2.jpg;;0;0;0;0;0;0;0;0;0;0;0;;<p><strong>Mobeli - Sicherheitsstützgriff Typ Quattro Power</strong></p><br /><p>Dieser mobile Teleskophaltegriff aus dem Hause Roth kommt ohne feste Montage mit Schrauben und Dübeln aus. Der Haltegriff wird einfach mit seinen extrem starken Vakuum-Saugtellern auf glatter Oberfläche befestigt. Dadurch können Sie die Roth Haltegriffe jederzeit sekundenschnell platzieren und wieder ablösen. Der Untergrund muss aus einem glatten, porendichten Material, wie z. B. Fliesen geschaffen sein. Passend für alle gängigen Fliesengrößen ab 140 x 140 mm. Dank der Sicherheitsanzeige wird permanent der tatsächliche Vakuumzustand und die damit verbundene Haltekraft gemessen und sichtbar gemacht. Die Haltegriffe können gut auf Reisen mitgenommen werden. Die Griffe sind ohne Werkzeug aufbau- und zerlegbar.</p><br /><p class="font_8"><span>Das Stützsystem QuattroPower Stütz mit 4 Saugtellern und einer ganz speziellen Konstruktion zur Reduzierung der Hebelkraft, hat eine Nennlast von bis zu 80 kg und kann sogar an befliesten Hohlraumwänden befestigt werden.</span></p><br /><p class="font_8"><span></span></p><br /><p class="font_8"><span>Die Sauger können um 180° gedreht werden und lassen sich somit auch an nicht rechtwinkeligen Flächen ideal anbringen.</span></p><br /><p class="font_8"><span></span></p><br /><p class="font_8"></p><br /><p><strong><br /></strong></p>;;
TRI-TITAN-Go;4260544780028;TT 9205 S;Tripart;Leichtgewichtsrollator TITAN Go;Mobilität > Rollatoren und Zubehör > Leichtgewichtsrollatoren;99;1-2 Tage;https://www.brandvital.de/leichtgewichtsrollator-titan-go.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/t/i/titan_gooo.jpg;https://www.brandvital.de/pub/media/catalog/product/t/i/titan_go_image.jpg;;0;0;0;0;0;0;0;0;0;0;0;;<p><strong>TriPart TITAN Go Leichtgewichts-Stahlrollato</strong>r</p><br /><p>Der TITAN Go ist das perfekte Einsteigermodell. Der wartungsfreie Rollator ist leicht und bietet alle notwendigen Komfortmerkmale – vom gepolsterten Sitz bis zum praktischen Stockhalter. Durch den einfachen Faltmechanismus ist er schnell und leicht zu verstauen.</p><br /><p><strong>Eigenschaften im Überblick:</strong></p><br /><ul><br /><li>Gewicht: 8,7 kg </li><br /><li>Sitzbreite: 45,0 cm </li><br /><li>Sitzhöhe: 51,5 cm </li><br /><li>max. Belastbarkeit: 136 kg </li><br /><li>Leichtgängige 2-Wege-Feststellbremse, bequeme Arretierung möglich </li><br /><li>Drehsichere Ergogriffe Griffe sind zwischen 82-92 cm höhenverstellbar </li><br /><li>Schwenk- und abnehmbare Rückenlehne </li><br /><li>Gepolsterter Sitz </li><br /><li>Praktische Einkaufstasche </li><br /><li>Pannensichere Bereifung </li><br /><li>Einfacher Faltmechanismus </li><br /></ul>;;
MK-483-KAT36BR;08054619105061;483-KAT36BR;Medutek;Absaugpumpe Typ Kataspir 36BR;Medizintechnik > Absauggeräte;475;1 Woche;https://www.brandvital.de/absaugpumpe-typ-kataspir-36br.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/k/a/kataspir_23036.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>KATASPIR 36BR ist ein mobiler Sekretsauger und wird zur nasalen, oralen oder trachealen Absaugung von Sekreten bei Erwachsenen und Kindern eingesetzt. Aufgrund der hohen Saugleistung von 36 l/min., geringem Gewicht und einem einfachen Transport, wird das Absauggerät im professionellen Umfeld eingesetzt. KATASPIR 36BR kann wahlweise über AC/DC Adapter, den internen Akku (PB) oder über eine externe 12V-Quelle NON-STOP betrieben werden, ohne dass eine Überhitzung entsteht. Visuelle und akustische Signale weisen auf den leeren Batteriestatus hin.</p><br /><p><strong>Anwendungsbereiche </strong></p><br /><p>Rettungswagen, Mobile Notfälle, Home-Care, Patiententransport, Krankenstationen, Tracheotomie, Veterinär</p>;;
NOR-1-1131;;1-1131;Nordic Care;Badewannensitz FLEXIBLE mit Hygieneausschnitt;Badehilfen > Für die Badewanne > Badewannensitze;79.0000;;https://www.brandvital.de/badewannensitz-mit-hygieneausschnitt.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/n/o/nor-1-1131.jpg;https://www.brandvital.de/pub/media/catalog/product/n/o/nordic_1-113.jpg;https://www.brandvital.de/pub/media/catalog/product/n/o/nordic_1-114.jpg;0;0;0;0;0;0;0;0;0;0;0;;Der Einhängesitz ist in der Breite einstellbar und ist mit den meisten Standard-Badewannen kompatibel. Er erleichtert das Baden und erhöht die Sicherheit für den Benutzer. Der EInhängesitz ist mit rutschfesten Gummikappen ausgestattet und stufenlos von 69-78 cm verstellbar.<br /><br />Mit dem optional erhältlichen Zubehör können Sie Ihren Badewannensitz beliebig ausstatten.<br /><br /><br />;;
NOR-1-1137;4250458327075;1-1137;Nordic Care;Badewannendrehsitz SWIVEL mit Hygieneausschnitt;Badehilfen > Für die Badewanne > Badewannensitze;89.0000;1-2 Tage;https://www.brandvital.de/badewannendrehsitz-swivel-mit-hygieneausschnitt.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/n/o/nordic_badewannensitz_1-1137.jpg;;;0;0;0;0;0;0;0;0;0;0;0;;<p>Dieser Badewannendrehsitz erleichtert den Badewannen Ein- und Ausstieg. Der Sitz hat eine bewegliche Rückenlehne für erhöhten Sitzkomfort. Der Drehsitz ist um 360° drehbar, sehr stabil konstruiert und mit Korrosionsschutz behandelt.</p>;;
RFM-09069358;0822383258348;09069358;Rehaforum;Saughaltegriff Liberty;Badehilfen > Einstiegshilfen und Griffsysteme;26.95;1-2 Tage;https://www.brandvital.de/saughaltegriff-liberty.html?___store%5B_data%5D%5Bstore_id%5D=2&___store%5B_data%5D%5Bcode%5D=german&___store%5B_data%5D%5Bwebsite_id%5D=1&___store%5B_data%5D%5Bgroup_id%5D=1&___store%5B_data%5D%5Bname%5D=BRANDvital+GmbH&___store%5B_data%5D%5Bsort_order%5D=0&___store%5B_data%5D%5Bis_active%5D=1;https://www.brandvital.de/pub/media/catalog/product/r/e/rehaforum_badhilfen_liberty_mobilgrip_600x600.jpg;;;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;5.9500;;Der Saughaltegriff Liberty aus dem Hause Rehaforum kann ohne schrauben oder bohren überall leicht angebracht werden und ist daher auch optimal für den Einsatz auf Reisen geeignet. Für die individuelle Anpassung an den Benutzer oder die Räumlichkeit gibt es den Haltegriff in zwei verschiedenen Größen. Das patentierte Suction Power Detective Device warnt den Anwender bei einer nicht einwandfreien Befestigung des Haltegriffes auf der Oberfläche. Durch ein Sichtfenster im Griff wird der Nutzer auf den Status der Befestigung hingewiesen:<br />Grün: Der Haltegriff wurde richtig installiert.<br />Rot: Warnt den Anwender vor einer mangelhaften Befestigung. Der Haltegriff muss neu angebracht werden.<br />;;
